Requested report - WIN WAVES
ORGANIZATION ID = 21FLPDEM WBID = 1558F | 1558G | 1558H | 1558I | 1558IA ACTIVITY START DATE TIME =  FROM:  01/01/2015 TO:   DEP ANALYTE GROUP = Biological DEP ANALYTE NAME - UNIT = Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L
Report Run on JUNE 13, 2025 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"DEP Latitude"|"DEP Longitude"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLPDEM"|"E4-B-19-06"|"27.890970001"|"-82.62521"|"1558G"|"E4B1960910S"|"Sample"|"09/23/2019 09:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6031048"|"Chlorophyll a- corrected"|"9.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-B-20-01"|"27.912179988"|"-82.62331"|"1558G"|"E4B2011126S"|"Sample"|"02/18/2020 11:26:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6467076"|"Chlorophyll a- corrected"|"5.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-B-20-01"|"27.912179988"|"-82.62331"|"1558G"|"E4B2011126S"|"Sample"|"02/18/2020 11:26:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6470426"|"Chlorophyll a- uncorrected"|"6.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-B-19-06"|"27.890970001"|"-82.62521"|"1558G"|"E4B1960910S"|"Sample"|"09/23/2019 09:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6029467"|"Chlorophyll a- uncorrected"|"11.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-19-06"|"27.932670001"|"-82.70688"|"1558H"|"E2B1961411S"|"Sample"|"09/05/2019 14:11:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6029542"|"Chlorophyll a- corrected"|"11.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-B-19-06"|"27.916040001"|"-82.64983"|"1558H"|"E3B1961102S"|"Sample"|"09/23/2019 11:02:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6026964"|"Chlorophyll a- corrected"|"10.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-B-19-06"|"27.916040001"|"-82.64983"|"1558H"|"E3B1961102S"|"Sample"|"09/23/2019 11:02:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6029319"|"Chlorophyll a- uncorrected"|"11.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-20-02"|"27.912239988"|"-82.65007"|"1558H"|"E3C2021204S"|"Sample"|"03/24/2020 12:04:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6467319"|"Chlorophyll a- corrected"|"5.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-C-20-02"|"27.895239988"|"-82.64185"|"1558G"|"E4C2021052S"|"Sample"|"03/24/2020 10:52:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6468335"|"Chlorophyll a- corrected"|"7.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-20-02"|"27.912239988"|"-82.65007"|"1558H"|"E3C2021204S"|"Sample"|"03/24/2020 12:04:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6470028"|"Chlorophyll a- uncorrected"|"5.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-C-20-02"|"27.895239988"|"-82.64185"|"1558G"|"E4C2021052S"|"Sample"|"03/24/2020 10:52:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6468554"|"Chlorophyll a- uncorrected"|"7.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-19-05"|"27.890750001"|"-82.63524"|"1558G"|"E4D1951040S"|"Sample"|"07/24/2019 10:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6030447"|"Chlorophyll a- corrected"|"30.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-19-05"|"27.947430001"|"-82.72301"|"1558H"|"E2C1951324S"|"Sample"|"08/14/2019 13:24:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6028686"|"Chlorophyll a- uncorrected"|"18.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-19-05"|"27.947430001"|"-82.72301"|"1558H"|"E2C1951324S"|"Sample"|"08/14/2019 13:24:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6027273"|"Chlorophyll a- corrected"|"16"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-A-19-07"|"27.945390001"|"-82.70638"|"1558H"|"E2A1971228S"|"Sample"|"10/29/2019 12:28:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6200149"|"Chlorophyll a- corrected"|"36.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-A-19-07"|"27.945390001"|"-82.70638"|"1558H"|"E2A1971228S"|"Sample"|"10/29/2019 12:28:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6200024"|"Chlorophyll a- uncorrected"|"38"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-C-19-06"|"27.899510001"|"-82.6082"|"1558G"|"E4C1960940S"|"Sample"|"09/23/2019 09:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6028190"|"Chlorophyll a- uncorrected"|"9.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-19-05"|"27.890750001"|"-82.63524"|"1558G"|"E4D1951040S"|"Sample"|"07/24/2019 10:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6031107"|"Chlorophyll a- uncorrected"|"31.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-C-19-06"|"27.899510001"|"-82.6082"|"1558G"|"E4C1960940S"|"Sample"|"09/23/2019 09:40:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6031029"|"Chlorophyll a- corrected"|"8.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-19-05"|"27.856640001"|"-82.59081"|"1558F"|"E5D1951113S"|"Sample"|"08/15/2019 11:13:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6031227"|"Chlorophyll a- corrected"|"18.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-19-07"|"27.984880001"|"-82.66446"|"1558I"|"E1D1971049S"|"Sample"|"10/29/2019 10:49:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6201311"|"Chlorophyll a- uncorrected"|"23.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-D-19-07"|"27.984880001"|"-82.66446"|"1558I"|"E1D1971049S"|"Sample"|"10/29/2019 10:49:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6199151"|"Chlorophyll a- corrected"|"22.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-19-05"|"27.856640001"|"-82.59081"|"1558F"|"E5D1951113S"|"Sample"|"08/15/2019 11:13:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6027485"|"Chlorophyll a- uncorrected"|"20.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-19-08"|"27.950309988"|"-82.66344"|"1558H"|"E3C1981326S"|"Sample"|"12/09/2019 13:26:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6200485"|"Chlorophyll a- uncorrected"|"5.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-C-19-08"|"27.950309988"|"-82.66344"|"1558H"|"E3C1981326S"|"Sample"|"12/09/2019 13:26:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6199458"|"Chlorophyll a- corrected"|"5.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-20-02"|"27.953619988"|"-82.72102"|"1558H"|"E2C2021041S"|"Sample"|"03/19/2020 10:41:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6469054"|"Chlorophyll a- uncorrected"|"20.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-C-20-02"|"27.953619988"|"-82.72102"|"1558H"|"E2C2021041S"|"Sample"|"03/19/2020 10:41:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6467002"|"Chlorophyll a- corrected"|"14.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-20-01"|"27.932759988"|"-82.70704"|"1558H"|"E2B2011210S"|"Sample"|"02/03/2020 12:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6470513"|"Chlorophyll a- uncorrected"|"6.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-20-01"|"27.932759988"|"-82.70704"|"1558H"|"E2B2011210S"|"Sample"|"02/03/2020 12:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6468902"|"Chlorophyll a- corrected"|"6.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-19-08"|"27.944019988"|"-82.66961"|"1558H"|"E3D1981301S"|"Sample"|"12/09/2019 13:01:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6202243"|"Chlorophyll a- corrected"|"5.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-19-08"|"27.944019988"|"-82.66961"|"1558H"|"E3D1981301S"|"Sample"|"12/09/2019 13:01:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6201303"|"Chlorophyll a- uncorrected"|"6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-20-02"|"27.872039988"|"-82.6054107"|"1558G"|"E5B2021257S"|"Sample"|"03/18/2020 12:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6469171"|"Chlorophyll a- uncorrected"|"1.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-C-19-08"|"27.841689988"|"-82.58821"|"1558F"|"E5C1981225S"|"Sample"|"12/03/2019 12:25:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6202113"|"Chlorophyll a- uncorrected"|"4.3"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-C-19-08"|"27.841689988"|"-82.58821"|"1558F"|"E5C1981225S"|"Sample"|"12/03/2019 12:25:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6200237"|"Chlorophyll a- corrected"|"3.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-B-20-02"|"27.872039988"|"-82.6054107"|"1558G"|"E5B2021257S"|"Sample"|"03/18/2020 12:57:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6469997"|"Chlorophyll a- corrected"|"1.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-20-01"|"27.986879988"|"-82.67673"|"1558I"|"E1A2010915S"|"Sample"|"02/03/2020 09:15:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6471380"|"Chlorophyll a- uncorrected"|"6.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-A-20-01"|"27.986879988"|"-82.67673"|"1558I"|"E1A2010915S"|"Sample"|"02/03/2020 09:15:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6470079"|"Chlorophyll a- corrected"|"6.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-19-07"|"27.876190001"|"-82.58227"|"1558F"|"E5D1971059S"|"Sample"|"11/07/2019 10:59:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6202199"|"Chlorophyll a- uncorrected"|"4.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-20-01"|"27.882419988"|"-82.59315"|"1558G"|"E4A2011032S"|"Sample"|"02/18/2020 10:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6469382"|"Chlorophyll a- uncorrected"|"3.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-B-20-01"|"27.942549988"|"-82.67097"|"1558H"|"E3B2011351S"|"Sample"|"02/18/2020 13:51:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6469195"|"Chlorophyll a- uncorrected"|"6.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-B-20-01"|"27.942549988"|"-82.67097"|"1558H"|"E3B2011351S"|"Sample"|"02/18/2020 13:51:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6468171"|"Chlorophyll a- corrected"|"6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E5-D-19-07"|"27.876190001"|"-82.58227"|"1558F"|"E5D1971059S"|"Sample"|"11/07/2019 10:59:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6198430"|"Chlorophyll a- corrected"|"3.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-A-20-01"|"27.882419988"|"-82.59315"|"1558G"|"E4A2011032S"|"Sample"|"02/18/2020 10:32:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6471308"|"Chlorophyll a- corrected"|"3.2"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-19-08"|"27.882409988"|"-82.5933"|"1558G"|"E4D1981045S"|"Sample"|"12/09/2019 10:45:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6197592"|"Chlorophyll a- corrected"|"4.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-19-07"|"28.001260001"|"-82.66612"|"1558I"|"E1C1971018S"|"Sample"|"10/29/2019 10:18:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6200958"|"Chlorophyll a- uncorrected"|"20.9"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-19-08"|"27.927919988"|"-82.70189"|"1558H"|"E2B1981030S"|"Sample"|"12/16/2019 10:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6199413"|"Chlorophyll a- uncorrected"|"3.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-20-02"|"27.910549988"|"-82.63414"|"1558H"|"E3D2021244S"|"Sample"|"03/24/2020 12:44:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6469390"|"Chlorophyll a- uncorrected"|"5.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-D-20-02"|"27.910549988"|"-82.63414"|"1558H"|"E3D2021244S"|"Sample"|"03/24/2020 12:44:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6470723"|"Chlorophyll a- corrected"|"5.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E4-D-19-08"|"27.882409988"|"-82.5933"|"1558G"|"E4D1981045S"|"Sample"|"12/09/2019 10:45:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6198634"|"Chlorophyll a- uncorrected"|"5.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-19-08"|"27.927919988"|"-82.70189"|"1558H"|"E2B1981030S"|"Sample"|"12/16/2019 10:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6201167"|"Chlorophyll a- corrected"|"3.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E1-C-19-07"|"28.001260001"|"-82.66612"|"1558I"|"E1C1971018S"|"Sample"|"10/29/2019 10:18:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"6200702"|"Chlorophyll a- corrected"|"20"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E3-B-20-03"|"27.915209988"|"-82.6608"|"1558H"|"E3B2031244S"|"Sample"|"05/05/2020 12:44:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7206045"|"Chlorophyll a- uncorrected"|"2.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"analytical batch ID reported for method batch ID by EMD per PCUL"|""
"21FLPDEM"|"E4-A-20-04"|"27.890959988"|"-82.62509"|"1558G"|"E4A2041155S"|"Sample"|"06/16/2020 11:55:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7489181"|"Chlorophyll a- corrected"|"9.7"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"seagrass debris, fine whte particles, brown particles and film"|""
"21FLPDEM"|"E4-D-20-03"|"27.891239988"|"-82.62918"|"1558G"|"E4D2031128S"|"Sample"|"05/05/2020 11:28:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7204364"|"Chlorophyll a- corrected"|"9.1"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"analytical batch ID reported for method batch ID by EMD per PCUL"|""
"21FLPDEM"|"E5-C-20-04"|"27.848299988"|"-82.59835"|"1558F"|"E5C2041119S"|"Sample"|"06/24/2020 11:19:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7489323"|"Chlorophyll a- uncorrected"|"12.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-B-20-04"|"27.947229988"|"-82.72296"|"1558H"|"E2B2041017S"|"Sample"|"06/15/2020 10:17:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7490125"|"Chlorophyll a- corrected"|"15"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|""|""
"21FLPDEM"|"E2-A-20-04"|"27.926349988"|"-82.69434"|"1558H"|"E2A2040910S"|"Sample"|"06/15/2020 09:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7490636"|"Chlorophyll a- uncorrected"|"12.5"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"light colored particles, gray brown color, turbid, viscous"|""
"21FLPDEM"|"E2-A-20-04"|"27.926349988"|"-82.69434"|"1558H"|"E2A2040910S"|"Sample"|"06/15/2020 09:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7490409"|"Chlorophyll a- corrected"|"11.6"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"light colored particles, gray brown color, turbid, viscous"|""
"21FLPDEM"|"E2-D-20-03"|"27.961039988"|"-82.6916"|"1558H"|"E2D2031035S"|"Sample"|"05/07/2020 10:35:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7204504"|"Chlorophyll a- uncorrected"|"25.8"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"analytical batch ID reported for method batch ID by EMD per PCUL"|""
"21FLPDEM"|"E3-B-20-03"|"27.915209988"|"-82.6608"|"1558H"|"E3B2031244S"|"Sample"|"05/05/2020 12:44:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7204983"|"Chlorophyll a- corrected"|"2.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"analytical batch ID reported for method batch ID by EMD per PCUL"|""
"21FLPDEM"|"E4-D-20-03"|"27.891239988"|"-82.62918"|"1558G"|"E4D2031128S"|"Sample"|"05/05/2020 11:28:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"PINELLAS COUNTY ENVIRONMENTAL MANAGEMENT"|"0.2"|"m"|""|""|""|"7206475"|"Chlorophyll a- uncorrected"|"9.4"|""|"ug/L"|"0.5"|"0.5"|""|"Total"|"E54357"|"analytical batch ID reported for method batch ID by EMD per PCUL"|""
